location,date,lockdown_in_effect
United Kingdom,10/21/2020,FALSE
United Kingdom,10/22/2020,FALSE
United Kingdom,10/23/2020,FALSE
United Kingdom,10/24/2020,FALSE
United Kingdom,10/25/2020,FALSE
United Kingdom,10/26/2020,FALSE
United Kingdom,10/27/2020,FALSE
United Kingdom,10/28/2020,FALSE
United Kingdom,10/29/2020,FALSE
United Kingdom,10/30/2020,FALSE
United Kingdom,10/31/2020,FALSE
United Kingdom,11/1/2020,FALSE
United Kingdom,11/2/2020,FALSE
United Kingdom,11/3/2020,TRUE
United Kingdom,11/4/2020,TRUE
United Kingdom,11/5/2020,TRUE
United Kingdom,11/6/2020,TRUE
United Kingdom,11/7/2020,TRUE
United Kingdom,11/8/2020,TRUE
United Kingdom,11/9/2020,TRUE
United Kingdom,11/10/2020,TRUE
United Kingdom,11/11/2020,TRUE
United Kingdom,11/12/2020,TRUE
United Kingdom,11/13/2020,TRUE
United Kingdom,11/14/2020,TRUE
United Kingdom,11/15/2020,TRUE
United Kingdom,11/16/2020,TRUE
United Kingdom,11/17/2020,TRUE
United Kingdom,11/18/2020,TRUE
United Kingdom,11/19/2020,TRUE
United Kingdom,11/20/2020,TRUE
United Kingdom,11/21/2020,TRUE
United Kingdom,11/22/2020,TRUE
United Kingdom,11/23/2020,TRUE
United Kingdom,11/24/2020,TRUE
United Kingdom,11/25/2020,TRUE
United Kingdom,11/26/2020,TRUE
United Kingdom,11/27/2020,TRUE
United Kingdom,11/28/2020,TRUE
United Kingdom,11/29/2020,TRUE
United Kingdom,11/30/2020,TRUE
United Kingdom,12/1/2020,TRUE
United Kingdom,12/2/2020,TRUE
United Kingdom,12/3/2020,FALSE
United Kingdom,12/4/2020,FALSE
United Kingdom,12/5/2020,FALSE
United Kingdom,12/6/2020,FALSE
United Kingdom,12/7/2020,FALSE
United Kingdom,12/8/2020,FALSE
United Kingdom,12/9/2020,FALSE
United Kingdom,12/10/2020,FALSE
United Kingdom,12/11/2020,FALSE
United Kingdom,12/12/2020,FALSE
United Kingdom,12/13/2020,FALSE
United Kingdom,12/14/2020,FALSE
United Kingdom,12/15/2020,FALSE
United Kingdom,12/16/2020,FALSE
United Kingdom,12/17/2020,FALSE
United Kingdom,12/18/2020,FALSE
United Kingdom,12/19/2020,FALSE
United Kingdom,12/20/2020,FALSE
United Kingdom,12/21/2020,FALSE
United Kingdom,12/22/2020,FALSE
United Kingdom,12/23/2020,FALSE
United Kingdom,12/24/2020,FALSE
United Kingdom,12/25/2020,FALSE
United Kingdom,12/26/2020,FALSE
United Kingdom,12/27/2020,FALSE
United Kingdom,12/28/2020,FALSE
United Kingdom,12/29/2020,FALSE
United Kingdom,12/30/2020,FALSE
United Kingdom,12/31/2020,FALSE
United Kingdom,1/1/2021,FALSE
United Kingdom,1/2/2021,FALSE
United Kingdom,1/3/2021,FALSE
United Kingdom,1/4/2021,FALSE
United Kingdom,1/5/2021,TRUE
United Kingdom,1/6/2021,TRUE
United Kingdom,1/7/2021,TRUE
United Kingdom,1/8/2021,TRUE
United Kingdom,1/9/2021,TRUE
United Kingdom,1/10/2021,TRUE
United Kingdom,1/11/2021,TRUE
United Kingdom,1/12/2021,TRUE
United Kingdom,1/13/2021,TRUE
United Kingdom,1/14/2021,TRUE
United Kingdom,1/15/2021,TRUE
United Kingdom,1/16/2021,TRUE
United Kingdom,1/17/2021,TRUE
United Kingdom,1/18/2021,TRUE
United Kingdom,1/19/2021,TRUE
United Kingdom,1/20/2021,TRUE
United Kingdom,1/21/2021,TRUE
United Kingdom,1/22/2021,TRUE
United Kingdom,1/23/2021,TRUE
United Kingdom,1/24/2021,TRUE
United Kingdom,1/25/2021,TRUE
United Kingdom,1/26/2021,TRUE
United Kingdom,1/27/2021,TRUE
United Kingdom,1/28/2021,TRUE
United Kingdom,1/29/2021,TRUE
United Kingdom,1/30/2021,TRUE
United Kingdom,1/31/2021,TRUE
United Kingdom,2/1/2021,TRUE
United Kingdom,2/2/2021,TRUE
United Kingdom,2/3/2021,TRUE
United Kingdom,2/4/2021,TRUE
United Kingdom,2/5/2021,TRUE
United Kingdom,2/6/2021,TRUE
United Kingdom,2/7/2021,TRUE
United Kingdom,2/8/2021,TRUE
United Kingdom,2/9/2021,TRUE
United Kingdom,2/10/2021,TRUE
United Kingdom,2/11/2021,TRUE
United Kingdom,2/12/2021,TRUE
United Kingdom,2/13/2021,TRUE
United Kingdom,2/14/2021,TRUE
United Kingdom,2/15/2021,TRUE
United Kingdom,2/16/2021,TRUE
United Kingdom,2/17/2021,TRUE
United Kingdom,2/18/2021,TRUE
United Kingdom,2/19/2021,TRUE
United Kingdom,2/20/2021,TRUE
United Kingdom,2/21/2021,TRUE
United Kingdom,2/22/2021,TRUE
United Kingdom,2/23/2021,TRUE
United Kingdom,2/24/2021,TRUE
United Kingdom,2/25/2021,TRUE
United Kingdom,2/26/2021,TRUE
United Kingdom,2/27/2021,TRUE
United Kingdom,2/28/2021,TRUE
United Kingdom,3/1/2021,TRUE
United Kingdom,3/2/2021,TRUE
United Kingdom,3/3/2021,TRUE
United Kingdom,3/4/2021,TRUE
United Kingdom,3/5/2021,TRUE
United Kingdom,3/6/2021,TRUE
United Kingdom,3/7/2021,TRUE
United Kingdom,3/8/2021,TRUE
United Kingdom,3/9/2021,TRUE
United Kingdom,3/10/2021,TRUE
United Kingdom,3/11/2021,TRUE
United Kingdom,3/12/2021,TRUE
United Kingdom,3/13/2021,TRUE
United Kingdom,3/14/2021,TRUE
United Kingdom,3/15/2021,TRUE
United Kingdom,3/16/2021,TRUE
United Kingdom,3/17/2021,TRUE
United Kingdom,3/18/2021,TRUE
United Kingdom,3/19/2021,TRUE
United Kingdom,3/20/2021,TRUE
United Kingdom,3/21/2021,TRUE
United Kingdom,3/22/2021,TRUE
United Kingdom,3/23/2021,TRUE
United Kingdom,3/24/2021,TRUE
United Kingdom,3/25/2021,TRUE
United Kingdom,3/26/2021,TRUE
United Kingdom,3/27/2021,TRUE
United Kingdom,3/28/2021,TRUE
United Kingdom,3/29/2021,TRUE
United Kingdom,3/30/2021,TRUE
United Kingdom,3/31/2021,TRUE
United Kingdom,4/1/2021,TRUE
United Kingdom,4/2/2021,TRUE
United Kingdom,4/3/2021,TRUE
United Kingdom,4/4/2021,TRUE
United Kingdom,4/5/2021,TRUE
United Kingdom,4/6/2021,TRUE
United Kingdom,4/7/2021,TRUE
United Kingdom,4/8/2021,TRUE
United Kingdom,4/9/2021,TRUE
United Kingdom,4/10/2021,TRUE
United Kingdom,4/11/2021,TRUE
United Kingdom,4/12/2021,TRUE
United Kingdom,4/13/2021,TRUE
United Kingdom,4/14/2021,TRUE
United Kingdom,4/15/2021,TRUE
United Kingdom,4/16/2021,TRUE
United Kingdom,4/17/2021,TRUE
United Kingdom,4/18/2021,TRUE
United Kingdom,4/19/2021,TRUE
United Kingdom,4/20/2021,TRUE
United Kingdom,4/21/2021,TRUE
United Kingdom,4/22/2021,TRUE
United Kingdom,4/23/2021,TRUE
United Kingdom,4/24/2021,TRUE
United Kingdom,4/25/2021,TRUE
United Kingdom,4/26/2021,TRUE
United Kingdom,4/27/2021,TRUE
United Kingdom,4/28/2021,TRUE
United Kingdom,4/29/2021,TRUE
United Kingdom,4/30/2021,TRUE
United Kingdom,5/1/2021,TRUE
United Kingdom,5/2/2021,TRUE
United Kingdom,5/3/2021,TRUE
United Kingdom,5/4/2021,TRUE
United Kingdom,5/5/2021,TRUE
United Kingdom,5/6/2021,TRUE
United Kingdom,5/7/2021,TRUE
United Kingdom,5/8/2021,TRUE
United Kingdom,5/9/2021,TRUE
United Kingdom,5/10/2021,TRUE
United Kingdom,5/11/2021,TRUE
United Kingdom,5/12/2021,TRUE
United Kingdom,5/13/2021,TRUE
United Kingdom,5/14/2021,TRUE
United Kingdom,5/15/2021,TRUE
United Kingdom,5/16/2021,TRUE
United Kingdom,5/17/2021,TRUE
United Kingdom,5/18/2021,TRUE
United Kingdom,5/19/2021,TRUE
United Kingdom,5/20/2021,TRUE
United Kingdom,5/21/2021,TRUE
United Kingdom,5/22/2021,TRUE
United Kingdom,5/23/2021,TRUE
United Kingdom,5/24/2021,TRUE
United Kingdom,5/25/2021,TRUE
United Kingdom,5/26/2021,TRUE
United Kingdom,5/27/2021,TRUE
United Kingdom,5/28/2021,TRUE
United Kingdom,5/29/2021,TRUE
United Kingdom,5/30/2021,TRUE
United Kingdom,5/31/2021,TRUE
United Kingdom,6/1/2021,TRUE
United Kingdom,6/2/2021,TRUE
United Kingdom,6/3/2021,TRUE
United Kingdom,6/4/2021,TRUE
United Kingdom,6/5/2021,TRUE
United Kingdom,6/6/2021,TRUE
United Kingdom,6/7/2021,TRUE
United Kingdom,6/8/2021,TRUE
United Kingdom,6/9/2021,TRUE
United Kingdom,6/10/2021,TRUE
United Kingdom,6/11/2021,TRUE
United Kingdom,6/12/2021,TRUE
United Kingdom,6/13/2021,TRUE
United Kingdom,6/14/2021,TRUE
United Kingdom,6/15/2021,TRUE
United Kingdom,6/16/2021,TRUE
United Kingdom,6/17/2021,TRUE
United Kingdom,6/18/2021,TRUE
United Kingdom,6/19/2021,TRUE
United Kingdom,6/20/2021,FALSE
United Kingdom,6/21/2021,FALSE
United Kingdom,6/22/2021,FALSE
United Kingdom,6/23/2021,FALSE
United Kingdom,6/24/2021,FALSE
United Kingdom,6/25/2021,FALSE
United Kingdom,6/26/2021,FALSE
United Kingdom,6/27/2021,FALSE
United Kingdom,6/28/2021,FALSE
United Kingdom,6/29/2021,FALSE
United Kingdom,6/30/2021,FALSE
United Kingdom,7/1/2021,FALSE
United Kingdom,7/2/2021,FALSE
United Kingdom,7/3/2021,FALSE
United Kingdom,7/4/2021,FALSE
United Kingdom,7/5/2021,FALSE
United Kingdom,7/6/2021,FALSE
United Kingdom,7/7/2021,FALSE
United Kingdom,7/8/2021,FALSE
United Kingdom,7/9/2021,FALSE
United Kingdom,7/10/2021,FALSE
United Kingdom,7/11/2021,FALSE
United Kingdom,7/12/2021,FALSE
United Kingdom,7/13/2021,FALSE
United Kingdom,7/14/2021,FALSE
United Kingdom,7/15/2021,FALSE
United Kingdom,7/16/2021,FALSE
United Kingdom,7/17/2021,FALSE
United Kingdom,7/18/2021,FALSE
United Kingdom,7/19/2021,FALSE
United Kingdom,7/20/2021,FALSE
United Kingdom,7/21/2021,FALSE
United Kingdom,7/22/2021,FALSE
United Kingdom,7/23/2021,FALSE
United Kingdom,7/24/2021,FALSE
United Kingdom,7/25/2021,FALSE
United Kingdom,7/26/2021,FALSE
United Kingdom,7/27/2021,FALSE
United Kingdom,7/28/2021,FALSE
United Kingdom,7/29/2021,FALSE
United Kingdom,7/30/2021,FALSE
United Kingdom,7/31/2021,FALSE
United Kingdom,8/1/2021,FALSE
United Kingdom,8/2/2021,FALSE
United Kingdom,8/3/2021,FALSE
United Kingdom,8/4/2021,FALSE
United Kingdom,8/5/2021,FALSE
United Kingdom,8/6/2021,FALSE
United Kingdom,8/7/2021,FALSE
United Kingdom,8/8/2021,FALSE
United Kingdom,8/9/2021,FALSE
United Kingdom,8/10/2021,FALSE
United Kingdom,8/11/2021,FALSE
United Kingdom,8/12/2021,FALSE
United Kingdom,8/13/2021,FALSE
United Kingdom,8/14/2021,FALSE
United Kingdom,8/15/2021,FALSE
United Kingdom,8/16/2021,FALSE
United Kingdom,8/17/2021,FALSE
United Kingdom,8/18/2021,FALSE
United Kingdom,8/19/2021,FALSE
United Kingdom,8/20/2021,FALSE
United Kingdom,8/21/2021,FALSE
United Kingdom,8/22/2021,FALSE
United Kingdom,8/23/2021,FALSE
United Kingdom,8/24/2021,FALSE
United Kingdom,8/25/2021,FALSE
United Kingdom,8/26/2021,FALSE
United Kingdom,8/27/2021,FALSE
United Kingdom,8/28/2021,FALSE
United Kingdom,8/29/2021,FALSE
United Kingdom,8/30/2021,FALSE
United Kingdom,8/31/2021,FALSE
United Kingdom,9/1/2021,FALSE
United Kingdom,9/2/2021,FALSE
United Kingdom,9/3/2021,FALSE
United Kingdom,9/4/2021,FALSE
United Kingdom,9/5/2021,FALSE
United Kingdom,9/6/2021,FALSE
United Kingdom,9/7/2021,FALSE
United Kingdom,9/8/2021,FALSE
United Kingdom,9/9/2021,FALSE
United Kingdom,9/10/2021,FALSE
United Kingdom,9/11/2021,FALSE
United Kingdom,9/12/2021,FALSE
United Kingdom,9/13/2021,FALSE
United Kingdom,9/14/2021,FALSE
United Kingdom,9/15/2021,FALSE
United Kingdom,9/16/2021,FALSE
United Kingdom,9/17/2021,FALSE
United Kingdom,9/18/2021,FALSE
United Kingdom,9/19/2021,FALSE
United Kingdom,9/20/2021,FALSE
United Kingdom,9/21/2021,FALSE
United Kingdom,9/22/2021,FALSE
United Kingdom,9/23/2021,FALSE
United Kingdom,9/24/2021,FALSE
United Kingdom,9/25/2021,FALSE
United Kingdom,9/26/2021,FALSE
United Kingdom,9/27/2021,FALSE
United Kingdom,9/28/2021,FALSE
United Kingdom,9/29/2021,FALSE
United Kingdom,9/30/2021,FALSE
United Kingdom,10/1/2021,FALSE
United Kingdom,10/2/2021,FALSE
United Kingdom,10/3/2021,FALSE
United Kingdom,10/4/2021,FALSE
United Kingdom,10/5/2021,FALSE
United Kingdom,10/6/2021,FALSE
United Kingdom,10/7/2021,FALSE
United Kingdom,10/8/2021,FALSE
United Kingdom,10/9/2021,FALSE
United Kingdom,10/10/2021,FALSE
United Kingdom,10/11/2021,FALSE
United Kingdom,10/12/2021,FALSE
United Kingdom,10/13/2021,FALSE
United Kingdom,10/14/2021,FALSE
United Kingdom,10/15/2021,FALSE
United Kingdom,10/16/2021,FALSE
United Kingdom,10/17/2021,FALSE
United Kingdom,10/18/2021,FALSE
United Kingdom,10/19/2021,FALSE
United Kingdom,10/20/2021,FALSE
United Kingdom,10/21/2021,FALSE
United Kingdom,10/22/2021,FALSE
United Kingdom,10/23/2021,FALSE
United Kingdom,10/24/2021,FALSE
United Kingdom,10/25/2021,FALSE
United Kingdom,10/26/2021,FALSE
United Kingdom,10/27/2021,FALSE
United Kingdom,10/28/2021,FALSE
United Kingdom,10/29/2021,FALSE
United Kingdom,10/30/2021,FALSE
United Kingdom,10/31/2021,FALSE
United Kingdom,11/1/2021,FALSE
United Kingdom,11/2/2021,FALSE
United Kingdom,11/3/2021,FALSE
United Kingdom,11/4/2021,FALSE
United Kingdom,11/5/2021,FALSE
United Kingdom,11/6/2021,FALSE
United Kingdom,11/7/2021,FALSE
United Kingdom,11/8/2021,FALSE
United Kingdom,11/9/2021,FALSE
United Kingdom,11/10/2021,FALSE
United Kingdom,11/11/2021,FALSE
United Kingdom,11/12/2021,FALSE
United Kingdom,11/13/2021,FALSE
United Kingdom,11/14/2021,FALSE
United Kingdom,11/15/2021,FALSE
United Kingdom,11/16/2021,FALSE
United Kingdom,11/17/2021,FALSE
United Kingdom,11/18/2021,FALSE
United Kingdom,11/19/2021,FALSE
United Kingdom,11/20/2021,FALSE
United Kingdom,11/21/2021,FALSE
United Kingdom,11/22/2021,FALSE
United Kingdom,11/23/2021,FALSE
United Kingdom,11/24/2021,FALSE
United Kingdom,11/25/2021,FALSE
United Kingdom,11/26/2021,FALSE
United Kingdom,11/27/2021,FALSE
United Kingdom,11/28/2021,FALSE
United Kingdom,11/29/2021,FALSE
United Kingdom,11/30/2021,FALSE
United Kingdom,12/1/2021,FALSE
United Kingdom,12/2/2021,FALSE
United Kingdom,12/3/2021,FALSE
United Kingdom,12/4/2021,FALSE
United Kingdom,12/5/2021,FALSE
United Kingdom,12/6/2021,FALSE
United Kingdom,12/7/2021,FALSE
United Kingdom,12/8/2021,FALSE
United Kingdom,12/9/2021,FALSE
United Kingdom,12/10/2021,FALSE
United Kingdom,12/11/2021,FALSE
United Kingdom,12/12/2021,FALSE
United Kingdom,12/13/2021,FALSE
United Kingdom,12/14/2021,FALSE
United Kingdom,12/15/2021,FALSE
United Kingdom,12/16/2021,FALSE
United Kingdom,12/17/2021,FALSE
United Kingdom,12/18/2021,FALSE
United Kingdom,12/19/2021,FALSE
United Kingdom,12/20/2021,FALSE
United Kingdom,12/21/2021,FALSE
United Kingdom,12/22/2021,FALSE
United Kingdom,12/23/2021,FALSE
United Kingdom,12/24/2021,FALSE
United Kingdom,12/25/2021,FALSE
United Kingdom,12/26/2021,FALSE
United Kingdom,12/27/2021,FALSE
United Kingdom,12/28/2021,FALSE
United Kingdom,12/29/2021,FALSE
United Kingdom,12/30/2021,FALSE
United Kingdom,12/31/2021,FALSE
United Kingdom,1/1/2022,FALSE
United Kingdom,1/2/2022,FALSE
United Kingdom,1/3/2022,FALSE
United Kingdom,1/4/2022,FALSE
United Kingdom,1/5/2022,FALSE
United Kingdom,1/6/2022,FALSE
United Kingdom,1/7/2022,FALSE
United Kingdom,1/8/2022,FALSE
United Kingdom,1/9/2022,FALSE
United Kingdom,1/10/2022,FALSE
United Kingdom,1/11/2022,FALSE
United Kingdom,1/12/2022,FALSE
United Kingdom,1/13/2022,FALSE
United Kingdom,1/14/2022,FALSE
United Kingdom,1/15/2022,FALSE
United Kingdom,1/16/2022,FALSE
United Kingdom,1/17/2022,FALSE
United Kingdom,1/18/2022,FALSE
United Kingdom,1/19/2022,FALSE
United Kingdom,1/20/2022,FALSE
United Kingdom,1/21/2022,FALSE
United Kingdom,1/22/2022,FALSE
United Kingdom,1/23/2022,FALSE
United Kingdom,1/24/2022,FALSE
United Kingdom,1/25/2022,FALSE
United Kingdom,1/26/2022,FALSE
United Kingdom,1/27/2022,FALSE
United Kingdom,1/28/2022,FALSE
United Kingdom,1/29/2022,FALSE
United Kingdom,1/30/2022,FALSE
United Kingdom,1/31/2022,FALSE
United Kingdom,2/1/2022,FALSE
United Kingdom,2/2/2022,FALSE
Alberta,1/26/2020,FALSE
Alberta,1/27/2020,FALSE
Alberta,1/28/2020,FALSE
Alberta,1/29/2020,FALSE
Alberta,1/30/2020,FALSE
Alberta,1/31/2020,FALSE
Alberta,2/1/2020,FALSE
Alberta,2/2/2020,FALSE
Alberta,2/3/2020,FALSE
Alberta,2/4/2020,FALSE
Alberta,2/5/2020,FALSE
Alberta,2/6/2020,FALSE
Alberta,2/7/2020,FALSE
Alberta,2/8/2020,FALSE
Alberta,2/9/2020,FALSE
Alberta,2/10/2020,FALSE
Alberta,2/11/2020,FALSE
Alberta,2/12/2020,FALSE
Alberta,2/13/2020,FALSE
Alberta,2/14/2020,FALSE
Alberta,2/15/2020,FALSE
Alberta,2/16/2020,FALSE
Alberta,2/17/2020,FALSE
Alberta,2/18/2020,FALSE
Alberta,2/19/2020,FALSE
Alberta,2/20/2020,FALSE
Alberta,2/21/2020,FALSE
Alberta,2/22/2020,FALSE
Alberta,2/23/2020,FALSE
Alberta,2/24/2020,FALSE
Alberta,2/25/2020,FALSE
Alberta,2/26/2020,FALSE
Alberta,2/27/2020,FALSE
Alberta,2/28/2020,FALSE
Alberta,2/29/2020,FALSE
Alberta,3/1/2020,FALSE
Alberta,3/2/2020,FALSE
Alberta,3/3/2020,FALSE
Alberta,3/4/2020,FALSE
Alberta,3/5/2020,FALSE
Alberta,3/6/2020,FALSE
Alberta,3/7/2020,FALSE
Alberta,3/8/2020,FALSE
Alberta,3/9/2020,FALSE
Alberta,3/10/2020,FALSE
Alberta,3/11/2020,FALSE
Alberta,3/12/2020,FALSE
Alberta,3/13/2020,FALSE
Alberta,3/14/2020,FALSE
Alberta,3/15/2020,FALSE
Alberta,3/16/2020,FALSE
Alberta,3/17/2020,TRUE
Alberta,3/18/2020,TRUE
Alberta,3/19/2020,TRUE
Alberta,3/20/2020,TRUE
Alberta,3/21/2020,TRUE
Alberta,3/22/2020,TRUE
Alberta,3/23/2020,TRUE
Alberta,3/24/2020,TRUE
Alberta,3/25/2020,TRUE
Alberta,3/26/2020,TRUE
Alberta,3/27/2020,TRUE
Alberta,3/28/2020,TRUE
Alberta,3/29/2020,TRUE
Alberta,3/30/2020,TRUE
Alberta,3/31/2020,TRUE
Alberta,4/1/2020,TRUE
Alberta,4/2/2020,TRUE
Alberta,4/3/2020,TRUE
Alberta,4/4/2020,TRUE
Alberta,4/5/2020,TRUE
Alberta,4/6/2020,TRUE
Alberta,4/7/2020,TRUE
Alberta,4/8/2020,TRUE
Alberta,4/9/2020,TRUE
Alberta,4/10/2020,TRUE
Alberta,4/11/2020,TRUE
Alberta,4/12/2020,TRUE
Alberta,4/13/2020,TRUE
Alberta,4/14/2020,TRUE
Alberta,4/15/2020,TRUE
Alberta,4/16/2020,TRUE
Alberta,4/17/2020,TRUE
Alberta,4/18/2020,TRUE
Alberta,4/19/2020,TRUE
Alberta,4/20/2020,TRUE
Alberta,4/21/2020,TRUE
Alberta,4/22/2020,TRUE
Alberta,4/23/2020,TRUE
Alberta,4/24/2020,TRUE
Alberta,4/25/2020,TRUE
Alberta,4/26/2020,TRUE
Alberta,4/27/2020,TRUE
Alberta,4/28/2020,TRUE
Alberta,4/29/2020,TRUE
Alberta,4/30/2020,TRUE
Alberta,5/1/2020,TRUE
Alberta,5/2/2020,TRUE
Alberta,5/3/2020,TRUE
Alberta,5/4/2020,TRUE
Alberta,5/5/2020,TRUE
Alberta,5/6/2020,TRUE
Alberta,5/7/2020,TRUE
Alberta,5/8/2020,TRUE
Alberta,5/9/2020,TRUE
Alberta,5/10/2020,TRUE
Alberta,5/11/2020,TRUE
Alberta,5/12/2020,TRUE
Alberta,5/13/2020,TRUE
Alberta,5/14/2020,TRUE
Alberta,5/15/2020,TRUE
Alberta,5/16/2020,TRUE
Alberta,5/17/2020,TRUE
Alberta,5/18/2020,TRUE
Alberta,5/19/2020,TRUE
Alberta,5/20/2020,TRUE
Alberta,5/21/2020,TRUE
Alberta,5/22/2020,TRUE
Alberta,5/23/2020,TRUE
Alberta,5/24/2020,TRUE
Alberta,5/25/2020,TRUE
Alberta,5/26/2020,TRUE
Alberta,5/27/2020,TRUE
Alberta,5/28/2020,TRUE
Alberta,5/29/2020,TRUE
Alberta,5/30/2020,TRUE
Alberta,5/31/2020,TRUE
Alberta,6/1/2020,TRUE
Alberta,6/2/2020,TRUE
Alberta,6/3/2020,TRUE
Alberta,6/4/2020,TRUE
Alberta,6/5/2020,TRUE
Alberta,6/6/2020,TRUE
Alberta,6/7/2020,TRUE
Alberta,6/8/2020,TRUE
Alberta,6/9/2020,TRUE
Alberta,6/10/2020,TRUE
Alberta,6/11/2020,TRUE
Alberta,6/12/2020,TRUE
Alberta,6/13/2020,TRUE
Alberta,6/14/2020,TRUE
Alberta,6/15/2020,TRUE
Alberta,6/16/2020,FALSE
Alberta,6/17/2020,FALSE
Alberta,6/18/2020,FALSE
Alberta,6/19/2020,FALSE
Alberta,6/20/2020,FALSE
Alberta,6/21/2020,FALSE
Alberta,6/22/2020,FALSE
Alberta,6/23/2020,FALSE
Alberta,6/24/2020,FALSE
Alberta,6/25/2020,FALSE
Alberta,6/26/2020,FALSE
Alberta,6/27/2020,FALSE
Alberta,6/28/2020,FALSE
Alberta,6/29/2020,FALSE
Alberta,6/30/2020,FALSE
Alberta,7/1/2020,FALSE
Alberta,7/2/2020,FALSE
Alberta,7/3/2020,FALSE
Alberta,7/4/2020,FALSE
Alberta,7/5/2020,FALSE
Alberta,7/6/2020,FALSE
Alberta,7/7/2020,FALSE
Alberta,7/8/2020,FALSE
Alberta,7/9/2020,FALSE
Alberta,7/10/2020,FALSE
Alberta,7/11/2020,FALSE
Alberta,7/12/2020,FALSE
Alberta,7/13/2020,FALSE
Alberta,7/14/2020,FALSE
Alberta,7/15/2020,FALSE
Alberta,7/16/2020,FALSE
Alberta,7/17/2020,FALSE
Alberta,7/18/2020,FALSE
Alberta,7/19/2020,FALSE
Alberta,7/20/2020,FALSE
Alberta,7/21/2020,FALSE
Alberta,7/22/2020,FALSE
Alberta,7/23/2020,FALSE
Alberta,7/24/2020,FALSE
Alberta,7/25/2020,FALSE
Alberta,7/26/2020,FALSE
Alberta,7/27/2020,FALSE
Alberta,7/28/2020,FALSE
Alberta,7/29/2020,FALSE
Alberta,7/30/2020,FALSE
Alberta,7/31/2020,FALSE
Alberta,8/1/2020,FALSE
Alberta,8/2/2020,FALSE
Alberta,8/3/2020,FALSE
Alberta,8/4/2020,FALSE
Alberta,8/5/2020,FALSE
Alberta,8/6/2020,FALSE
Alberta,8/7/2020,FALSE
Alberta,8/8/2020,FALSE
Alberta,8/9/2020,FALSE
Alberta,8/10/2020,FALSE
Alberta,8/11/2020,FALSE
Alberta,8/12/2020,FALSE
Alberta,8/13/2020,FALSE
Alberta,8/14/2020,FALSE
Alberta,8/15/2020,FALSE
Alberta,8/16/2020,FALSE
Alberta,8/17/2020,FALSE
Alberta,8/18/2020,FALSE
Alberta,8/19/2020,FALSE
Alberta,8/20/2020,FALSE
Alberta,8/21/2020,FALSE
Alberta,8/22/2020,FALSE
Alberta,8/23/2020,FALSE
Alberta,8/24/2020,FALSE
Alberta,8/25/2020,FALSE
Alberta,8/26/2020,FALSE
Alberta,8/27/2020,FALSE
Alberta,8/28/2020,FALSE
Alberta,8/29/2020,FALSE
Alberta,8/30/2020,FALSE
Alberta,8/31/2020,FALSE
Alberta,9/1/2020,FALSE
Alberta,9/2/2020,FALSE
Alberta,9/3/2020,FALSE
Alberta,9/4/2020,FALSE
Alberta,9/5/2020,FALSE
Alberta,9/6/2020,FALSE
Alberta,9/7/2020,FALSE
Alberta,9/8/2020,FALSE
Alberta,9/9/2020,FALSE
Alberta,9/10/2020,FALSE
Alberta,9/11/2020,FALSE
Alberta,9/12/2020,FALSE
Alberta,9/13/2020,FALSE
Alberta,9/14/2020,FALSE
Alberta,9/15/2020,FALSE
Alberta,9/16/2020,FALSE
Alberta,9/17/2020,FALSE
Alberta,9/18/2020,FALSE
Alberta,9/19/2020,FALSE
Alberta,9/20/2020,FALSE
Alberta,9/21/2020,FALSE
Alberta,9/22/2020,FALSE
Alberta,9/23/2020,FALSE
Alberta,9/24/2020,FALSE
Alberta,9/25/2020,FALSE
Alberta,9/26/2020,FALSE
Alberta,9/27/2020,FALSE
Alberta,9/28/2020,FALSE
Alberta,9/29/2020,FALSE
Alberta,9/30/2020,FALSE
Alberta,10/1/2020,FALSE
Alberta,10/2/2020,FALSE
Alberta,10/3/2020,FALSE
Alberta,10/4/2020,FALSE
Alberta,10/5/2020,FALSE
Alberta,10/6/2020,FALSE
Alberta,10/7/2020,FALSE
Alberta,10/8/2020,FALSE
Alberta,10/9/2020,FALSE
Alberta,10/10/2020,FALSE
Alberta,10/11/2020,FALSE
Alberta,10/12/2020,FALSE
Alberta,10/13/2020,FALSE
Alberta,10/14/2020,FALSE
Alberta,10/15/2020,FALSE
Alberta,10/16/2020,FALSE
Alberta,10/17/2020,FALSE
Alberta,10/18/2020,FALSE
Alberta,10/19/2020,FALSE
Alberta,10/20/2020,FALSE
Alberta,10/21/2020,FALSE
Alberta,10/22/2020,FALSE
Alberta,10/23/2020,FALSE
Alberta,10/24/2020,FALSE
Alberta,10/25/2020,FALSE
Alberta,10/26/2020,FALSE
Alberta,10/27/2020,FALSE
Alberta,10/28/2020,FALSE
Alberta,10/29/2020,FALSE
Alberta,10/30/2020,FALSE
Alberta,10/31/2020,FALSE
Alberta,11/1/2020,FALSE
Alberta,11/2/2020,FALSE
Alberta,11/3/2020,FALSE
Alberta,11/4/2020,FALSE
Alberta,11/5/2020,FALSE
Alberta,11/6/2020,TRUE
Alberta,11/7/2020,TRUE
Alberta,11/8/2020,TRUE
Alberta,11/9/2020,TRUE
Alberta,11/10/2020,TRUE
Alberta,11/11/2020,TRUE
Alberta,11/12/2020,TRUE
Alberta,11/13/2020,TRUE
Alberta,11/14/2020,TRUE
Alberta,11/15/2020,TRUE
Alberta,11/16/2020,TRUE
Alberta,11/17/2020,TRUE
