iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2021-06-21,1410009.0,775.0,901.143,26088.0,11.0,20.286,37039.304,20.358,23.672,685.302,0.289,0.533,0.65,538.0,14.133,1068.0,28.055,,,,,132344.0,36243642.0,952.079,3.477,65454.0,1.719,0.0138,72.6,tests performed,32816721.0,25315094.0,7500859.0,768.0,406399.0,448054.0,86.21,66.5,19.7,0.0,11770.0,89401.0,0.235,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-22,1410660.0,651.0,867.429,26156.0,68.0,26.143,37056.405,17.101,22.786,687.088,1.786,0.687,0.66,520.0,13.66,1102.0,28.948,,,,,43848.0,36287490.0,953.23,1.152,65249.0,1.714,0.0133,75.2,tests performed,33289191.0,25378250.0,7910137.0,804.0,472470.0,451435.0,87.45,66.67,20.78,0.0,11859.0,81605.0,0.214,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-23,1411330.0,670.0,815.0,26176.0,20.0,24.857,37074.005,17.6,21.409,687.613,0.525,0.653,0.66,514.0,13.502,1056.0,27.74,,,,,57255.0,36344745.0,954.734,1.504,64975.0,1.707,0.0125,79.7,tests performed,33805927.0,25437415.0,8367662.0,850.0,516736.0,458820.0,88.8,66.82,21.98,0.0,12053.0,76072.0,0.2,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-24,1412036.0,706.0,756.714,26193.0,17.0,25.714,37092.551,18.546,19.878,688.06,0.447,0.675,0.67,491.0,12.898,1016.0,26.689,,,,,70980.0,36415725.0,956.599,1.865,63025.0,1.656,0.012,83.3,tests performed,34398523.0,25506073.0,8891527.0,923.0,592596.0,470969.0,90.36,67.0,23.36,0.0,12372.0,71002.0,0.187,73.61,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-25,1412626.0,590.0,696.714,26198.0,5.0,24.857,37108.05,15.499,18.302,688.191,0.131,0.653,0.68,478.0,12.557,978.0,25.691,,,,,68938.0,36484663.0,958.41,1.811,61708.0,1.621,0.0113,88.6,tests performed,34920486.0,25562715.0,9356822.0,949.0,521963.0,468986.0,91.73,67.15,24.58,0.0,12320.0,65102.0,0.171,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-26,1413247.0,621.0,668.857,26215.0,17.0,22.857,37124.362,16.313,17.57,688.638,0.447,0.6,0.69,477.0,12.53,967.0,25.402,,,,,42381.0,36527044.0,959.523,1.113,60314.0,1.584,0.0111,90.2,tests performed,35364921.0,25607135.0,9756793.0,993.0,444435.0,472172.0,92.9,67.27,25.63,0.0,12403.0,61789.0,0.162,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-27,1413731.0,484.0,642.429,26228.0,13.0,21.571,37137.077,12.714,16.876,688.979,0.341,0.567,0.7,479.0,12.583,901.0,23.668,,,,,6086.0,36533130.0,959.683,0.16,60262.0,1.583,0.0107,93.8,tests performed,35724421.0,25648687.0,10074700.0,1034.0,359500.0,473443.0,93.84,67.38,26.47,0.0,12437.0,59120.0,0.155,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,14558.7,3.28,0.68,382.440193135883
CAN,North America,Canada,2021-06-28,1414461.0,730.0,636.0,26239.0,11.0,21.571,37156.253,19.176,16.707,689.268,0.289,0.567,0.71,458.0,12.031,894.0,23.484,,,,,110856.0,36643986.0,962.595,2.912,57192.0,1.502,0.0111,89.9,tests performed,36429296.0,25731921.0,10696323.0,1052.0,704875.0,516082.0,95.7,67.59,28.1,0.0,13557.0,59547.0,0.156,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-29,1415151.0,690.0,641.571,26275.0,36.0,17.0,37174.378,18.126,16.853,690.214,0.946,0.447,0.72,438.0,11.506,908.0,23.852,,,,,61585.0,36705571.0,964.213,1.618,59726.0,1.569,0.0107,93.1,tests performed,37017067.0,25789267.0,11226699.0,1101.0,587771.0,532554.0,97.24,67.75,29.49,0.0,13990.0,58717.0,0.154,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-06-30,1415652.0,501.0,617.429,26296.0,21.0,17.143,37187.539,13.161,16.219,690.765,0.552,0.45,0.72,434.0,11.401,880.0,23.117,,,,,62821.0,36768392.0,965.863,1.65,60521.0,1.59,0.0102,98.0,tests performed,37623803.0,25845528.0,11777117.0,1158.0,606736.0,545411.0,98.83,67.89,30.94,0.0,14327.0,58302.0,0.153,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-01,1416026.0,374.0,570.0,26315.0,19.0,17.429,37197.364,9.825,14.973,691.265,0.499,0.458,0.72,435.0,11.427,873.0,22.933,,,,,66167.0,36834559.0,967.601,1.738,59833.0,1.572,0.0095,105.0,tests performed,38086314.0,25886490.0,12198554.0,1270.0,462511.0,526827.0,100.05,68.0,32.04,0.0,13839.0,54345.0,0.143,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-02,1416684.0,658.0,579.714,26339.0,24.0,20.143,37214.648,17.285,15.228,691.895,0.63,0.529,0.74,404.0,10.613,754.0,19.807,,,,,63015.0,36897574.0,969.257,1.655,58987.0,1.55,0.0098,101.8,tests performed,38653746.0,25942806.0,12709604.0,1336.0,567432.0,533323.0,101.54,68.15,33.39,0.0,14010.0,54299.0,0.143,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-03,1417059.0,375.0,544.571,26349.0,10.0,19.143,37224.499,9.851,14.305,692.158,0.263,0.503,0.75,387.0,10.166,773.0,20.306,,,,,44743.0,36942317.0,970.432,1.175,59325.0,1.558,0.0092,108.9,tests performed,39015073.0,25973342.0,13040331.0,1400.0,361327.0,521450.0,102.49,68.23,34.26,0.0,13698.0,52315.0,0.137,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-04,1417407.0,348.0,525.143,26361.0,12.0,19.0,37233.641,9.142,13.795,692.473,0.315,0.499,0.76,380.0,9.982,714.0,18.756,,,,,4093.0,36946410.0,970.539,0.108,59040.0,1.551,0.0089,112.4,tests performed,39336123.0,26003593.0,13331085.0,1445.0,321050.0,515957.0,103.33,68.31,35.02,0.0,13554.0,50701.0,0.133,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,15458.5,3.44,16.94,406.076897359727
CAN,North America,Canada,2021-07-05,1418016.0,609.0,507.857,26369.0,8.0,18.571,37249.639,15.998,13.341,692.683,0.21,0.488,0.77,360.0,9.457,699.0,18.362,,,,,97375.0,37043785.0,973.097,2.558,57114.0,1.5,0.0089,112.5,tests performed,39937751.0,26059707.0,13876048.0,1996.0,601628.0,501208.0,104.91,68.46,36.45,0.01,13166.0,46827.0,0.123,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-06,1418450.0,434.0,471.286,26382.0,13.0,15.286,37261.039,11.401,12.38,693.025,0.341,0.402,0.78,353.0,9.273,746.0,19.597,,,,,42784.0,37086569.0,974.221,1.124,54428.0,1.43,0.0087,115.5,tests performed,40420180.0,26101765.0,14315888.0,2527.0,482429.0,486159.0,106.18,68.57,37.61,0.01,12771.0,44643.0,0.117,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-07,1418970.0,520.0,474.0,26388.0,6.0,13.143,37274.699,13.66,12.451,693.182,0.158,0.345,0.8,339.0,8.905,744.0,19.544,,,,,62189.0,37148758.0,975.855,1.634,54338.0,1.427,0.0087,114.6,tests performed,40923612.0,26144812.0,14776180.0,2620.0,503432.0,471401.0,107.5,68.68,38.82,0.01,12383.0,42755.0,0.112,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-08,1419544.0,574.0,502.571,26406.0,18.0,13.0,37289.777,15.078,13.202,693.655,0.473,0.341,0.81,335.0,8.8,705.0,18.52,,,,,66248.0,37215006.0,977.595,1.74,54350.0,1.428,0.0092,108.1,tests performed,41545231.0,26204637.0,15337883.0,2711.0,621619.0,494131.0,109.13,68.84,40.29,0.01,12980.0,45450.0,0.119,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-09,1420089.0,545.0,486.429,26420.0,14.0,11.571,37304.094,14.317,12.778,694.023,0.368,0.304,0.82,322.0,8.459,686.0,18.02,,,,,64407.0,37279413.0,979.287,1.692,54548.0,1.433,0.0089,112.1,tests performed,42091454.0,26255498.0,15833178.0,2778.0,546223.0,491101.0,110.57,68.97,41.59,0.01,12901.0,44670.0,0.117,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-10,1420458.0,369.0,485.571,26429.0,9.0,11.429,37313.787,9.693,12.755,694.259,0.236,0.3,0.82,317.0,8.327,664.0,17.443,,,,,48663.0,37328076.0,980.565,1.278,55108.0,1.448,0.0088,113.5,tests performed,42457323.0,26289540.0,16164935.0,2848.0,365869.0,491750.0,111.53,69.06,42.46,0.01,12918.0,45171.0,0.119,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-11,1420764.0,306.0,479.571,26437.0,8.0,10.857,37321.825,8.038,12.598,694.469,0.21,0.285,0.82,319.0,8.38,617.0,16.208,,,,,4739.0,37332815.0,980.69,0.124,55201.0,1.45,0.0087,115.1,tests performed,42743119.0,26316981.0,16423251.0,2887.0,285796.0,486714.0,112.28,69.13,43.14,0.01,12785.0,44770.0,0.118,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,15571.3,3.42,2.12,409.040022761426
CAN,North America,Canada,2021-07-12,1421220.0,456.0,457.714,26440.0,3.0,10.143,37333.804,11.979,12.024,694.548,0.079,0.266,0.82,318.0,8.353,604.0,15.866,,,,,121240.0,37454055.0,983.875,3.185,58610.0,1.54,0.0078,128.0,tests performed,43247927.0,26370720.0,16874288.0,2919.0,504808.0,472882.0,113.61,69.27,44.33,0.01,12422.0,44430.0,0.117,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-13,1421572.0,352.0,446.0,26451.0,11.0,9.857,37343.051,9.247,11.716,694.837,0.289,0.259,0.83,307.0,8.065,627.0,16.471,,,,,110421.0,37564476.0,986.775,2.901,68272.0,1.793,0.0065,153.1,tests performed,43663362.0,26409089.0,17251309.0,2964.0,415435.0,463312.0,114.7,69.37,45.32,0.01,12171.0,43903.0,0.115,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-14,1421915.0,343.0,420.714,26459.0,8.0,10.143,37352.061,9.01,11.052,695.047,0.21,0.266,0.85,290.0,7.618,617.0,16.208,,,,,49284.0,37613760.0,988.07,1.295,66429.0,1.745,0.0063,157.9,tests performed,44089772.0,26452910.0,17633834.0,3028.0,426410.0,452309.0,115.82,69.49,46.32,0.01,11882.0,44014.0,0.116,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-15,1422306.0,391.0,394.571,26473.0,14.0,9.571,37362.332,10.271,10.365,695.415,0.368,0.251,0.87,273.0,7.171,597.0,15.682,,,,,65627.0,37679387.0,989.794,1.724,66340.0,1.743,0.0059,168.1,tests performed,44528300.0,26498406.0,18026795.0,3099.0,438528.0,426153.0,116.97,69.61,47.35,0.01,11195.0,41967.0,0.11,69.91,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-16,1422659.0,353.0,367.143,26490.0,17.0,10.0,37371.605,9.273,9.644,695.862,0.447,0.263,0.9,259.0,6.804,588.0,15.446,,,,,68160.0,37747547.0,991.584,1.79,66876.0,1.757,0.0055,182.2,tests performed,44960292.0,26544338.0,18412793.0,3161.0,431992.0,409834.0,118.11,69.73,48.37,0.01,10766.0,41263.0,0.108,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-17,1423028.0,369.0,367.143,26494.0,4.0,9.286,37381.298,9.693,9.644,695.967,0.105,0.244,0.94,252.0,6.62,571.0,15.0,,,,,46674.0,37794221.0,992.81,1.226,66592.0,1.749,0.0055,181.4,tests performed,45262147.0,26577081.0,18681854.0,3212.0,301855.0,400689.0,118.9,69.81,49.08,0.01,10526.0,41077.0,0.108,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-18,1423368.0,340.0,372.0,26501.0,7.0,9.143,37390.229,8.931,9.772,696.151,0.184,0.24,0.97,252.0,6.62,534.0,14.028,,,,,4023.0,37798244.0,992.916,0.106,66490.0,1.747,0.0056,178.7,tests performed,45487491.0,26600873.0,18883349.0,3269.0,225344.0,392053.0,119.49,69.88,49.6,0.01,10299.0,40556.0,0.107,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,15631.1,3.4,1.13,410.610899525803
CAN,North America,Canada,2021-07-19,1423922.0,554.0,386.0,26505.0,4.0,9.286,37404.782,14.553,10.14,696.256,0.105,0.244,0.99,250.0,6.567,519.0,13.634,,,,,109242.0,37907486.0,995.786,2.87,64776.0,1.702,0.006,167.8,tests performed,45913764.0,26643869.0,19266611.0,3284.0,426273.0,380834.0,120.61,69.99,50.61,0.01,10004.0,39021.0,0.103,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-20,1424238.0,316.0,380.857,26509.0,4.0,8.286,37413.083,8.301,10.005,696.361,0.105,0.218,1.02,249.0,6.541,537.0,14.106,,,,,40215.0,37947701.0,996.842,1.056,54746.0,1.438,0.007,143.7,tests performed,46248907.0,26680105.0,19565469.0,3333.0,335143.0,369364.0,121.49,70.09,51.4,0.01,9703.0,38717.0,0.102,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-21,1424735.0,497.0,402.857,26513.0,4.0,7.714,37426.139,13.056,10.583,696.466,0.105,0.203,1.06,248.0,6.515,520.0,13.66,,,,,46839.0,37994540.0,998.073,1.23,54397.0,1.429,0.0074,135.0,tests performed,46634390.0,26719846.0,19911150.0,3394.0,385483.0,363517.0,122.5,70.19,52.3,0.01,9549.0,38134.0,0.1,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-22,1425118.0,383.0,401.714,26527.0,14.0,7.714,37436.2,10.061,10.553,696.834,0.368,0.203,1.09,242.0,6.357,523.0,13.739,,,,,60025.0,38054565.0,999.649,1.577,53597.0,1.408,0.0075,133.4,tests performed,47015757.0,26762054.0,20250237.0,3466.0,381367.0,355351.0,123.5,70.3,53.2,0.01,9335.0,37664.0,0.099,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-23,1425724.0,606.0,437.857,26540.0,13.0,7.143,37452.119,15.919,11.502,697.175,0.341,0.188,1.14,234.0,6.147,506.0,13.292,,,,,56708.0,38111273.0,1001.139,1.49,51961.0,1.365,0.0084,118.7,tests performed,47370865.0,26802924.0,20564400.0,3541.0,355108.0,344368.0,124.44,70.41,54.02,0.01,9046.0,36941.0,0.097,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-24,1426121.0,397.0,441.857,26545.0,5.0,7.286,37462.548,10.429,11.607,697.306,0.131,0.191,1.18,231.0,6.068,491.0,12.898,,,,,36045.0,38147318.0,1002.086,0.947,50442.0,1.325,0.0088,114.2,tests performed,47619920.0,26833628.0,20782670.0,3622.0,249055.0,336825.0,125.09,70.49,54.59,0.01,8848.0,36650.0,0.096,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-25,1426451.0,330.0,440.429,26549.0,4.0,6.857,37471.216,8.669,11.57,697.411,0.105,0.18,1.22,228.0,5.989,452.0,11.874,,,,,4094.0,38151412.0,1002.193,0.108,50453.0,1.325,0.0087,114.6,tests performed,47816827.0,26856812.0,20956259.0,3756.0,196907.0,332762.0,125.61,70.55,55.05,0.01,8741.0,36563.0,0.096,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,15747.9,3.38,2.24,413.679100296357
CAN,North America,Canada,2021-07-26,1427383.0,932.0,494.429,26554.0,5.0,7.0,37495.699,24.483,12.988,697.543,0.131,0.184,1.26,225.0,5.91,456.0,11.979,,,,,115934.0,38267346.0,1005.239,3.045,51409.0,1.35,0.0096,104.0,tests performed,48207965.0,26898464.0,21305448.0,4053.0,391138.0,327743.0,126.64,70.66,55.97,0.01,8609.0,36371.0,0.096,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-27,1427933.0,550.0,527.857,26561.0,7.0,7.429,37510.147,14.448,13.866,697.727,0.184,0.195,1.28,228.0,5.989,476.0,12.504,,,,,38863.0,38306209.0,1006.26,1.021,51215.0,1.345,0.0103,97.0,tests performed,48486961.0,26934981.0,21547505.0,4475.0,278996.0,319722.0,127.37,70.76,56.6,0.01,8399.0,36411.0,0.096,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-28,1428696.0,763.0,565.857,26571.0,10.0,8.286,37530.19,20.043,14.864,697.989,0.263,0.218,1.31,218.0,5.727,458.0,12.031,,,,,44907.0,38351116.0,1007.439,1.18,50939.0,1.338,0.0111,90.0,tests performed,48762276.0,26974027.0,21783373.0,4876.0,275315.0,303984.0,128.09,70.86,57.22,0.01,7985.0,36312.0,0.095,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-29,1429597.0,901.0,639.857,26577.0,6.0,7.143,37553.858,23.668,16.808,698.147,0.158,0.188,1.34,219.0,5.753,454.0,11.926,,,,,58254.0,38409370.0,1008.97,1.53,50686.0,1.331,0.0126,79.2,tests performed,49032369.0,27013432.0,22013722.0,5215.0,270093.0,288087.0,128.8,70.96,57.83,0.01,7568.0,35911.0,0.094,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-30,1430496.0,899.0,681.714,26593.0,16.0,7.571,37577.474,23.616,17.908,698.567,0.42,0.199,1.35,207.0,5.438,447.0,11.742,,,,,57498.0,38466868.0,1010.48,1.51,50799.0,1.334,0.0134,74.5,tests performed,49289950.0,27051996.0,22232428.0,5526.0,257581.0,274155.0,129.48,71.06,58.4,0.01,7202.0,35582.0,0.093,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-07-31,1431027.0,531.0,700.857,26599.0,6.0,7.714,37591.422,13.949,18.411,698.725,0.158,0.203,1.36,201.0,5.28,444.0,11.663,,,,,62250.0,38529118.0,1012.115,1.635,54543.0,1.433,0.0128,77.8,tests performed,49471379.0,27077956.0,22387511.0,5912.0,181429.0,264494.0,129.96,71.13,58.81,0.02,6948.0,34904.0,0.092,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-01,1431464.0,437.0,716.143,26601.0,2.0,7.429,37602.902,11.479,18.812,698.777,0.053,0.195,1.37,199.0,5.227,419.0,11.007,,,,,48738.0,38577856.0,1013.396,1.28,60921.0,1.6,0.0118,85.1,tests performed,49616532.0,27098523.0,22511850.0,6159.0,145153.0,257101.0,130.34,71.18,59.14,0.02,6754.0,34530.0,0.091,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,15909.7,3.38,3.07,417.929398966526
CAN,North America,Canada,2021-08-02,1431818.0,354.0,633.571,26602.0,1.0,6.857,37612.201,9.299,16.643,698.804,0.026,0.18,1.4,199.0,5.227,430.0,11.296,,,,,39737.0,38617593.0,1014.439,1.044,50035.0,1.314,0.0127,79.0,tests performed,49710647.0,27110955.0,22593297.0,6395.0,94115.0,214669.0,130.58,71.22,59.35,0.02,5639.0,30356.0,0.08,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-03,1433795.0,1977.0,837.429,26608.0,6.0,6.714,37664.135,51.934,21.998,698.961,0.158,0.176,1.48,196.0,5.149,428.0,11.243,,,,,34695.0,38652288.0,1015.351,0.911,49440.0,1.299,0.0169,59.0,tests performed,49989091.0,27149857.0,22832510.0,6724.0,278444.0,214590.0,131.32,71.32,59.98,0.02,5637.0,30697.0,0.081,56.94,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-04,1434754.0,959.0,865.429,26619.0,11.0,6.857,37689.326,25.192,22.734,699.25,0.289,0.18,1.48,202.0,5.306,475.0,12.478,,,,,61348.0,38713636.0,1016.962,1.612,51789.0,1.36,0.0167,59.8,tests performed,50156034.0,27178543.0,22970427.0,7064.0,166943.0,199108.0,131.75,71.39,60.34,0.02,5230.0,29217.0,0.077,56.94,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-05,1436198.0,1444.0,943.0,26638.0,19.0,8.714,37727.259,37.932,24.772,699.749,0.499,0.229,1.49,200.0,5.254,480.0,12.609,,,,,54237.0,38767873.0,1018.387,1.425,51215.0,1.345,0.0184,54.3,tests performed,50345364.0,27212837.0,23125079.0,7448.0,189330.0,187571.0,132.25,71.48,60.75,0.02,4927.0,28486.0,0.075,56.94,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-06,1437715.0,1517.0,1031.286,26655.0,17.0,8.857,37767.108,39.85,27.091,700.196,0.447,0.233,1.49,202.0,5.306,488.0,12.819,,,,,68031.0,38835904.0,1020.174,1.787,52719.0,1.385,0.0196,51.1,tests performed,50520641.0,27245008.0,23267702.0,7931.0,175277.0,175813.0,132.71,71.57,61.12,0.02,4618.0,27573.0,0.072,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-07,1438467.0,752.0,1062.857,26664.0,9.0,9.286,37786.863,19.754,27.92,700.432,0.236,0.244,1.49,203.0,5.333,515.0,13.528,,,,,52603.0,38888507.0,1021.556,1.382,51341.0,1.349,0.0207,48.3,tests performed,50648214.0,27267957.0,23371737.0,8520.0,127573.0,168119.0,133.05,71.63,61.39,0.02,4416.0,27143.0,0.071,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,2021-08-08,1439265.0,798.0,1114.429,26670.0,6.0,9.857,37807.825,20.963,29.275,700.59,0.158,0.259,1.49,206.0,5.411,462.0,12.136,,,,,4910.0,38893417.0,1021.685,0.129,45080.0,1.184,0.0247,40.5,tests performed,50748242.0,27284667.0,23454726.0,8849.0,100028.0,161673.0,133.31,71.67,61.61,0.02,4247.0,26592.0,0.07,60.65,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,16087.5,3.38,3.39,422.599999112113
